task_id,problem_id,title,language,ai_model,sample_id,variant,label,code
2_3_A._Shortest_path_of_the_king,2_3_A._Shortest_path_of_the_king,3_A. Shortest path of the king,cpp,gemini-2.5-flash,2_3_A._Shortest_path_of_the_king_human,human,0,"#include <bits/stdc++.h>
using namespace std;
int main() {
  string a, b;
  cin >> a >> b;
  vector<string> res;
  for (;;) {
    int dx = b[0] - a[0], dy = b[1] - a[1];
    dx = (dx > 0) - (dx < 0);
    dy = (dy > 0) - (dy < 0);
    string s;
    if (dx > 0) s += 'R';
    if (dx < 0) s += 'L';
    if (dy > 0) s += 'U';
    if (dy < 0) s += 'D';
    if (int((s).size()) == 0) break;
    res.push_back(s);
    a[0] += dx;
    a[1] += dy;
  }
  cout << int((res).size()) << endl;
  for (int i = 0; i < int((res).size()); ++i) cout << res[i] << endl;
  return 0;
}"
2_3_A._Shortest_path_of_the_king,2_3_A._Shortest_path_of_the_king,3_A. Shortest path of the king,cpp,gemini-2.5-flash,2_3_A._Shortest_path_of_the_king_ai,ai,1,"The problem asks us to find the minimum number of moves for a king on a chessboard to travel from a starting square `s` to a target square `t`, and to output the sequence of moves. A king can move one square in any of the 8 directions (horizontally, vertically, or diagonally).

The key insight for a king's movement is that it can reduce the absolute difference in both its row and column coordinates by at most 1 in a single move. To reach the target in the minimum number of moves, the king should always try to reduce the distance in both dimensions simultaneously if possible (i.e., make a diagonal move). If only one dimension needs to be covered, it makes a horizontal or vertical move.

The minimum number of moves required for a king to"
2_3_B._Lorry,2_3_B._Lorry,3_B. Lorry,cpp,gemini-2.5-flash,2_3_B._Lorry_human,human,0,"#include <bits/stdc++.h>
using namespace std;
template <class T>
inline void checkMin(T &a, T b) {
  if (b < a) a = b;
}
template <class T>
inline void checkMax(T &a, T b) {
  if (a < b) a = b;
}
template <class T>
inline T Min(T a, T b) {
  return a < b ? a : b;
}
template <class T>
inline T Max(T a, T b) {
  return a > b ? a : b;
}
template <class T>
inline T Myabs(T a) {
  return a > 0 ? a : -a;
}
const int dx[] = {-1, 0, 1, 0};
const int dy[] = {0, 1, 0, -1};
const int inf = 0x3f3f3f3f;
const long long linf = 1LL << 60;
const double pi = acos(-1.0);
const double eps = 1e-9;
const int mod = 100000007;
const int maxn = 100100;
int n, v, t, p, result, cnt1, cnt2;
int sum1[maxn], sum2[maxn], maxid;
pair<int, int> adj1[maxn], adj2[maxn];
bool cmp(pair<int, int> x, pair<int, int> y) { return x.first > y.first; }
int main() {
  result = 0, cnt1 = 0, cnt2 = 0;
  scanf(""%d %d"", &n, &v);
  for (int i = 0; i < n; i++) {
    scanf(""%d %d"", &t, &p);
    if (t == 1)
      adj1[cnt1++] = make_pair(p, i + 1);
    else
      adj2[cnt2++] = make_pair(p, i + 1);
  }
  sort(adj1, adj1 + cnt1, cmp);
  sort(adj2, adj2 + cnt2, cmp);
  for (int i = 0; i < cnt1; i++) sum1[i + 1] = sum1[i] + adj1[i].first;
  for (int i = 0; i < cnt2; i++) sum2[i + 1] = sum2[i] + adj2[i].first;
  for (int i = 0; i <= cnt2; i++) {
    if (i * 2 <= v) {
      if (sum1[min(v - i * 2, cnt1)] + sum2[i] > result)
        result = sum1[min(v - i * 2, cnt1)] + sum2[i], maxid = i;
    }
  }
  printf(""%d\n"", result);
  for (int i = 0; i < maxid; i++) printf(""%d "", adj2[i].second);
  for (int i = 0; i < min(v - maxid * 2, cnt1); i++)
    printf(""%d "", adj1[i].second);
  return 0;
}"
2_3_B._Lorry,2_3_B._Lorry,3_B. Lorry,cpp,gemini-2.5-flash,2_3_B._Lorry_ai,ai,1,"The problem asks us to select a set of kayaks and catamarans to maximize their total carrying capacity, given a total volume constraint for a lorry. Kayaks occupy 1 cubic meter, and catamarans occupy 2 cubic meters. We are given `n` vehicles, each with its type (1 for kayak, 2 for catamaran) and carrying capacity. The lorry's volume is `v`.

This is a variation of the knapsack problem. Since there are only two types of items with fixed sizes (1 and 2), we can use a specialized greedy approach.

Here's the strategy:
1.  **Separate and Sort:**
    *   Store all kayaks in one list and all catamarans in another. For each vehicle, we need to keep track"
2_3_D._Least_Cost_Bracket_Sequence,2_3_D._Least_Cost_Bracket_Sequence,3_D. Least Cost Bracket Sequence,cpp,gemini-2.5-flash,2_3_D._Least_Cost_Bracket_Sequence_human,human,0,"#include <bits/stdc++.h>
using namespace std;
char str[50010];
int cnt = 0, a, b;
int len;
long long ans;
struct cost {
  int p, v;
  bool operator<(const cost& a) const { return v < a.v; }
};
priority_queue<cost> q;
cost make(int p, int v) { return {p, v}; }
int main() {
  scanf(""%s"", str);
  len = strlen(str);
  ans = 0;
  for (int i = 0; i < len; i++) {
    cnt += str[i] == '(';
    cnt -= str[i] == ')' || str[i] == '?';
    if (str[i] == '?') {
      scanf(""%d%d"", &a, &b);
      q.push(make(i, b - a));
      ans += b;
      str[i] = ')';
    }
    if (cnt < 0 && q.empty()) {
      ans = -1;
      break;
    }
    if (cnt < 0) {
      cost top = q.top();
      q.pop();
      ans = ans - top.v;
      str[top.p] = '(';
      cnt += 2;
    }
  }
  if (cnt > 0) ans = -1;
  printf(""%lld\n"", ans);
  if (ans != -1) printf(""%s\n"", str);
  return 0;
}"
2_3_D._Least_Cost_Bracket_Sequence,2_3_D._Least_Cost_Bracket_Sequence,3_D. Least Cost Bracket Sequence,cpp,gemini-2.5-flash,2_3_D._Least_Cost_Bracket_Sequence_ai,ai,1,"The problem asks us to replace each '?' in a given pattern with either '(' or ')' to form a regular bracket sequence, minimizing the total cost. We are given the costs for replacing each '?' with '(' and ')'.

A bracket sequence is regular if:
1.  The total number of '(' equals the total number of ')'.
2.  For any prefix of the sequence, the number of '(' is greater than or equal to the number of ')'.

The length of the input pattern is guaranteed to be even.

This problem can be solved using a greedy approach combined with a min-priority queue. We iterate through the pattern from left to right, maintaining a `balance` (number of '(' minus number of ')') and the `total_cost`.

Here's the detailed"
2_5_B._Center_Alignment,2_5_B._Center_Alignment,5_B. Center Alignment,cpp,gemini-2.5-flash,2_5_B._Center_Alignment_human,human,0,"#include <bits/stdc++.h>
using namespace std;
int main() {
  vector<string> buff;
  string line;
  int n = 0, ml = 0, i, alt = 0;
  while (getline(cin, line)) {
    if (line.length() > ml) ml = line.length();
    buff.push_back(line);
    n++;
  }
  for (i = 0; i < ml + 2; i++) cout << ""*"";
  cout << endl;
  for (i = 0; i < n; i++) {
    cout << ""*"";
    int bs = (ml - buff[i].length() + alt) / 2;
    int es = ml - buff[i].length() - bs;
    if ((ml - buff[i].length()) % 2 == 1) alt = 1 - alt;
    while (bs--) cout << "" "";
    cout << buff[i];
    while (es--) cout << "" "";
    cout << ""*"" << endl;
  }
  for (i = 0; i < ml + 2; i++) cout << ""*"";
  cout << endl;
}"
2_5_B._Center_Alignment,2_5_B._Center_Alignment,5_B. Center Alignment,cpp,gemini-2.5-flash,2_5_B._Center_Alignment_ai,ai,1,"```cpp
#include <iostream>
#include <vector>
#include <string>
#include <algorithm> // For std::max

int main() {
    // Optimize C++ standard streams for competitive programming
    std::ios_base::sync_with_stdio(false);
    std::cin.tie(NULL);

    std::vector<std::string> lines;
    int max_width = 0;
    std::string line;

    // Read all lines from input and determine the maximum line length
    while (std::getline(std::cin, line)) {
        lines.push_back(line);
        if (line.length() > max_width) {
            max_width ="
2_5_C._Longest_Regular_Bracket_Sequence,2_5_C._Longest_Regular_Bracket_Sequence,5_C. Longest Regular Bracket Sequence,cpp,gemini-2.5-flash,2_5_C._Longest_Regular_Bracket_Sequence_human,human,0,"#include <bits/stdc++.h>
char in[1000005];
int st[1000005];
int val[1000005];
int cst;
int maxx = 0;
int ct = 1;
int main() {
  int i;
  scanf(""%s"", in + 1);
  for (i = 1; in[i] != '\0'; i++) {
    if (in[i] == '(')
      st[cst++] = i;
    else if (cst > 0) {
      cst--;
      val[i] = i - st[cst] + 1 + val[st[cst] - 1];
      if (val[i] > maxx)
        maxx = val[i], ct = 1;
      else if (val[i] == maxx)
        ct++;
    }
  }
  printf(""%d %d\n"", maxx, ct);
}"
2_5_C._Longest_Regular_Bracket_Sequence,2_5_C._Longest_Regular_Bracket_Sequence,5_C. Longest Regular Bracket Sequence,cpp,gemini-2.5-flash,2_5_C._Longest_Regular_Bracket_Sequence_ai,ai,1,"The problem asks us to find the length of the longest regular bracket sequence (RBS) substring and the number of such substrings.

A common and efficient approach for problems involving regular bracket sequences is to use a stack. We iterate through the string character by character.

Here's the logic:
1.  **Initialize variables**:
    *   `max_len`: Stores the maximum length found so far, initialized to `0`.
    *   `count`: Stores the number of substrings with `max_len`, initialized to `1` (to handle the ""0 1"" case if no RBS is found).
    *   `stack`: A stack to store the indices of opening parentheses `(`.
    *   `last_invalid_idx`: This variable keeps"
2_6_A._Triangle,2_6_A._Triangle,6_A. Triangle,cpp,gemini-2.5-flash,2_6_A._Triangle_human,human,0,"#include <bits/stdc++.h>
using namespace std;
int main() {
  int a[4];
  for (int i = 0; i < 4; i++) {
    cin >> a[i];
  }
  bool flag = false;
  if (a[0] + a[1] > a[2] && a[0] + a[2] > a[1] && a[1] + a[2] > a[0]) {
    cout << ""TRIANGLE"";
    return 0;
  } else {
    if (a[0] + a[1] == a[2] || a[1] + a[2] == a[0] || a[0] + a[2] == a[1]) {
      flag = true;
    }
  }
  if (a[0] + a[1] > a[3] && a[0] + a[3] > a[1] && a[3] + a[1] > a[0]) {
    cout << ""TRIANGLE"";
    return 0;
  } else {
    if (a[0] + a[1] == a[3] || a[3] + a[1] == a[0] || a[0] + a[3] == a[1]) {
      flag = true;
    }
  }
  if (a[0] + a[2] > a[3] && a[0] + a[3] > a[2] && a[3] + a[2] > a[0]) {
    cout << ""TRIANGLE"";
    return 0;
  } else {
    if (a[0] + a[2] == a[3] || a[3] + a[2] == a[0] || a[0] + a[3] == a[2]) {
      flag = true;
    }
  }
  if (a[1] + a[2] > a[3] && a[1] + a[3] > a[2] && a[3] + a[2] > a[1]) {
    cout << ""TRIANGLE"";
    return 0;
  } else {
    if (a[1] + a[2] == a[3] || a[1] + a[3] == a[2] || a[3] + a[2] == a[1]) {
      flag = true;
    }
  }
  if (flag) {
    cout << ""SEGMENT"";
  } else {
    cout << ""IMPOSSIBLE"";
  }
  return 0;
}"
2_6_A._Triangle,2_6_A._Triangle,6_A. Triangle,cpp,gemini-2.5-flash,2_6_A._Triangle_ai,ai,1,"```cpp
#include <iostream>
#include <vector>
#include <algorithm> // Required for std::sort

// Function to determine the type of triangle that can be formed by three stick lengths.
// It sorts the lengths to simplify the triangle inequality checks.
// Returns:
//   2 if a non-degenerate triangle can be formed (sum of two sides > third side).
//   1 if a degenerate triangle (a segment) can be formed (sum of two sides = third side).
//   0 if no triangle (neither non-degenerate nor degenerate) can be formed.
int check_triangle_type(int s1, int s2, int s3) {
    // Store the lengths in a vector and sort them to easily apply triangle inequality.
    std::vector<int> sides = {s1, s2, s3};
    std::sort(sides.begin(), sides.end());

    // Let a, b, c be the sorted side lengths such that a <= b <= c.
    int a = sides[0];
    int b = sides[1];
    int c = sides[2];

    // For a non-degenerate triangle, the sum of the two shorter sides must be strictly greater than the longest side.
    if (a + b > c) {
        return 2; // Non-degenerate triangle
    }
    // For a degenerate triangle (a segment), the sum of the two shorter sides must be equal to the longest side.
    else if (a + b == c) {
        return 1; // Degenerate triangle (segment)
    }
    // If neither of the above conditions is met, it's impossible to form any triangle.
    else { // a + b < c
        return 0; // Impossible to form a triangle
    }
}

int main() {
    // Optimize C++ standard streams for faster input/output.
    // This is a common practice in competitive programming, though not strictly necessary for small inputs.
    std::ios_base::sync_with_stdio(false);
    std::cin.tie(NULL);

    // Read the four stick lengths into a vector.
    std::vector<int> L(4);
    for (int i = 0; i < 4; ++i) {
        std::cin >> L[i];
    }

    // Flags to track if a non-degenerate or degenerate triangle is possible.
    bool possible_triangle = false; // True if a non-degenerate triangle can be formed.
    bool possible_segment = false;   // True if a degenerate triangle can be formed (and no non-degenerate one yet).

    // Iterate through all unique combinations of 3 sticks out of the 4 available sticks.
    // There are C(4, 3) = 4 such combinations:
    // (L[0], L[1], L[2])
    // (L[0], L[1], L[3])
    // (L[0], L[2], L[3])
    // (L[1], L[2], L[3])
    for (int i = 0; i < 4; ++i) {
        for (int j = i + 1; j < 4; ++j) {"
2_6_E._Exposition,2_6_E._Exposition,6_E. Exposition,cpp,gemini-2.5-flash,2_6_E._Exposition_human,human,0,"#include <bits/stdc++.h>
using namespace std;
int main() {
  int n, k, i, h[100005], st = 1, ed, mid, cnt, a, b;
  multiset<int> s;
  scanf(""%d %d"", &n, &k);
  for (i = 0; i < n; i++) {
    scanf(""%d"", h + i);
  }
  ed = n;
  while (st <= ed) {
    mid = (st + ed) / 2;
    cnt = 0;
    s.clear();
    for (i = 0; i < mid - 1; i++) {
      s.insert(h[i]);
    }
    for (; i < n; i++) {
      s.insert(h[i]);
      if (*s.rbegin() - *s.begin() <= k) {
        cnt++;
      }
      s.erase(s.find(h[i - mid + 1]));
    }
    if (cnt) {
      a = mid;
      b = cnt;
      st = mid + 1;
    } else {
      ed = mid - 1;
    }
  }
  printf(""%d %d\n"", a, b);
  s.clear();
  for (i = 0; i < a - 1; i++) {
    s.insert(h[i]);
  }
  for (; i < n; i++) {
    s.insert(h[i]);
    if (*s.rbegin() - *s.begin() <= k) {
      printf(""%d %d\n"", i - a + 2, i + 1);
    }
    s.erase(s.find(h[i - a + 1]));
  }
}"
2_6_E._Exposition,2_6_E._Exposition,6_E. Exposition,cpp,gemini-2.5-flash,2_6_E._Exposition_ai,ai,1,"```cpp
#include <iostream> // Required for input/output operations (std::cin, std::cout)
#include <vector>   // Required for std::vector to store book heights and result periods
#include <set>      // Required for std::multiset to efficiently find min/max in a sliding window
#include <algorithm> // Not strictly necessary for this specific multiset usage, but often useful

int main() {
    // Optimize C++ standard streams for competitive programming.
    // This unties cin from cout and disables synchronization with C's stdio,
    // which can significantly speed up I/O operations.
    std::ios_base::sync_with_stdio(false);
    std::cin.tie(NULL"
2_7_A._Kalevitch_and_Chess,2_7_A._Kalevitch_and_Chess,7_A. Kalevitch and Chess,cpp,gemini-2.5-flash,2_7_A._Kalevitch_and_Chess_human,human,0,"#include <bits/stdc++.h>
#pragma comment(linker, ""/STACK:50000000"")
using namespace std;
const long long mod = 1000000007;
const long long md = 1234567891;
const char aa = 'a';
const double eps = 1E-9;
const int mil = 1000000;
const int ths = 1000;
const int maxn = 1001;
const int dr[] = {0, -1, 0, 1};
const int dc[] = {1, 0, -1, 0};
const int mxx = 32;
const int inf = (int)1E9;
template <typename T>
void printV(vector<T>& v) {
  for (int i = 0; i < (int)(v.size()); i++) cout << v[i] << "" "";
  cout << endl;
}
template <typename T>
void printVs(vector<vector<T> >& v) {
  for (int i = 0; i < (int)(v.size()); i++) printV(v[i]);
}
vector<string> bd(8);
int main() {
  for (int r = 0; r < (int)(8); r++) cin >> bd[r];
  int nr = 0, nc = 0;
  for (int c = 0; c < (int)(8); c++) {
    bool ok = 1;
    for (int r = 0; r < (int)(8); r++)
      if (bd[r][c] == 'W') ok = 0;
    nc += ok;
  }
  for (int r = 0; r < (int)(8); r++) nr += bd[r] == ""BBBBBBBB"";
  if (nr == 8 || nc == 8)
    cout << 8 << endl;
  else
    cout << nr + nc << endl;
}"
2_7_A._Kalevitch_and_Chess,2_7_A._Kalevitch_and_Chess,7_A. Kalevitch and Chess,cpp,gemini-2.5-flash,2_7_A._Kalevitch_and_Chess_ai,ai,1,"The problem asks for the minimum number of strokes (painting an entire row or an entire column black) required to transform an initially all-white 8x8 chessboard into a given target configuration. A square, once painted black, remains black.

The key constraint comes from the requirement that the final configuration must exactly match the client's needs, including white squares. If a square `(r, c)` in the target configuration is 'W' (white), it must remain white. This implies that we cannot paint row `r` (because it would turn `(r, c)` black) and we cannot paint column `c` (because it would also turn `(r, c)` black).

Therefore, a row `r` can only be chosen for painting if all squares `("
2_7_C._Line,2_7_C._Line,7_C. Line,cpp,gemini-2.5-flash,2_7_C._Line_human,human,0,"#include <bits/stdc++.h>
using namespace std;
long long gcd(long long a, long long b, long long& x, long long& y) {
  if (!b) {
    x = 1;
    y = 0;
    return a;
  }
  long long ans = gcd(b, a % b, x, y);
  int temp = x;
  x = y;
  y = temp - a / b * y;
  return ans;
}
int main() {
  long long a, b, c, d, x, y;
  cin >> a >> b >> c;
  d = gcd(a, b, x, y);
  if (c % d != 0)
    cout << -1 << endl;
  else
    cout << -x * (c / d) << "" "" << -y * (c / d) << endl;
  return 0;
}"
2_7_C._Line,2_7_C._Line,7_C. Line,cpp,gemini-2.5-flash,2_7_C._Line_ai,ai,1,"The problem asks us to find an integer point (x, y) on the line Ax + By + C = 0 such that -5 * 10^18 <= x, y <= 5 * 10^18. If no such point exists, we should output -1.

The equation Ax + By + C = 0 can be rewritten as Ax + By = -C. This is a linear Diophantine equation.

1.  **Extended Euclidean Algorithm**:
    First, we use the extended Euclidean algorithm to find a particular solution (x_p, y_p) to the equation `A * x_p + B * y_p = gcd(A, B)`. Let `g = gcd(A, B)`."
