task_id,problem_id,title,language,ai_model,sample_id,variant,label,code
2_1129_D._Isolation,2_1129_D._Isolation,1129_D. Isolation,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_1129_D._Isolation_human,human,0,"#include <bits/stdc++.h>
int bb[1 + 100000], dp[1 + 100000], ss[((100000 + 500 - 1) / 500)],
    dq[((100000 + 500 - 1) / 500)][500 + 1 + 500];
void update(int h) {
  int *qq = dq[h];
  int i, t, c;
  t = 0;
  memset(qq, 0, (500 + 1 + 500) * sizeof *qq);
  for (i = (h + 1) * 500; i > h * 500; i--) {
    t += bb[i];
    qq[500 + t] = (qq[500 + t] + dp[i - 1]) % 998244353;
  }
  for (c = 1; c <= 500 + 500; c++) qq[c] = (qq[c] + qq[c - 1]) % 998244353;
}
int main() {
  static int pp[1 + 100000], ii[1 + 100000];
  int n, m, k, h, i, j;
  scanf(""%d%d"", &n, &k);
  for (i = 1; i <= n; i++) {
    int a;
    scanf(""%d"", &a);
    pp[i] = ii[a];
    ii[a] = i;
  }
  dp[0] = 1;
  for (j = 1; j <= n; j++) {
    int p, x, t;
    m = (j - 1) / 500;
    ss[m] += 1 - bb[j];
    bb[j] = 1;
    if ((p = pp[j])) {
      h = (p - 1) / 500;
      ss[h] += -1 - bb[p];
      bb[p] = -1;
      if (p <= m * 500) update(h);
      if ((p = pp[p])) {
        h = (p - 1) / 500;
        ss[h] += 0 - bb[p];
        bb[p] = 0;
        if (p <= m * 500) update(h);
      }
    }
    x = 0;
    t = 0;
    for (i = j; i > m * 500; i--) {
      t += bb[i];
      if (t <= k) x = (x + dp[i - 1]) % 998244353;
    }
    for (h = m - 1; h >= 0; h--) {
      if (k - t >= -500)
        x = (x + dq[h][500 + (500 < k - t ? 500 : k - t)]) % 998244353;
      t += ss[h];
    }
    dp[j] = x;
    if (j % 500 == 0) update(m);
  }
  printf(""%d\n"", dp[n]);
  return 0;
}"
2_1129_D._Isolation,2_1129_D._Isolation,1129_D. Isolation,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_1129_D._Isolation_ai,ai,1,"#include <bits/stdc++.h>
using namespace std;
#define ll long long
#define mod 998244353
int main(){
    int n,k;
    cin>>n>>k;
    vector<int> a(n);
    for(int i=0;i<n;i++){
        cin>>a[i];
    }
    sort(a.begin(),a.end());
    int ans=0;
    for(int i=0;i<n;i++){
        int j=i+1;
        while(j<n && a[j]==a[i]){
            j++;
        }
        if(j-i>=k){
            ans++;
        }
    }
    cout<<ans%mod;
    return 0;
}"
2_1149_E._Election_Promises,2_1149_E._Election_Promises,1149_E. Election Promises,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_1149_E._Election_Promises_human,human,0,"#include <bits/stdc++.h>
using namespace std;
const int N = 2e5 + 100;
int n, m, h[N], lev[N], Xor[N], cnt[N], deg[N];
vector<int> nxt[N], rnxt[N], vec[N];
set<int> s;
queue<int> q;
int main() {
  cin >> n >> m;
  for (int i = 1; i <= n; ++i) cin >> h[i];
  for (int i = 1; i <= m; ++i) {
    int x, y;
    cin >> x >> y;
    rnxt[y].push_back(x);
    nxt[x].push_back(y);
    ++deg[x];
  }
  for (int i = 1; i <= n; ++i)
    if (!deg[i]) q.push(i);
  while (!q.empty()) {
    int u = q.front();
    q.pop();
    for (auto v : nxt[u]) ++cnt[lev[v]];
    while (cnt[lev[u]]) ++lev[u];
    Xor[lev[u]] ^= h[u];
    for (auto v : nxt[u]) --cnt[lev[v]];
    for (auto v : rnxt[u])
      if (!--deg[v]) q.push(v);
  }
  for (int i = n; ~i; --i)
    if (Xor[i]) {
      puts(""WIN"");
      for (int u = 1; u <= n; ++u)
        if (lev[u] == i && h[u] > (h[u] ^ Xor[i])) {
          h[u] ^= Xor[i];
          for (auto v : nxt[u])
            if (Xor[lev[v]]) h[v] ^= Xor[lev[v]], Xor[lev[v]] = 0;
          break;
        }
      for (int j = 1; j <= n; ++j) cout << h[j] << "" "";
      puts("""");
      return 0;
    }
  puts(""LOSE"");
  return 0;
}"
2_1149_E._Election_Promises,2_1149_E._Election_Promises,1149_E. Election Promises,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_1149_E._Election_Promises_ai,ai,1,"#include <bits/stdc++.h>
using namespace std;

int main() {
    int n, m;
    cin >> n >> m;
    vector<int> h(n);
    for (int i = 0; i < n; ++i) cin >> h[i];
    vector<vector<int>> adj(n);
    for (int i = 0; i < m; ++i) {
        int u, v;
        cin >> u >> v;
        adj[u].push_back(v);
        adj[v].push_back(u);
    }

    // Function to find the maximum tax that can be paid in a given city
    function<int(int)> maxTax = [&](int city) {
        int maxTax = 0;
        for (auto& neighbor : adj[city]) {
            maxTax = max(maxTax, h[neighbor]);
        }
        return maxTax;
    };

    // Function to find the optimal tax allocation
    function<vector<int>>(int city, int maxTax) {
        vector<int> result(n, 0);
        for (auto& neighbor : adj[city]) {
            if (h[neighbor] > maxTax) {
                result[neighbor] = maxTax - h[neighbor];
            } else {
                result[neighbor] = 0;
            }
        }
        return result;
    }

    // Main loop to find the optimal tax allocation
    while (true) {
        int maxTax = maxTax(0);
        for (int i = 0; i < n; ++i) {
            if (maxTax < h[i]) {
                maxTax = h[i];
            }
        }
        vector<int> result = maxTax(0, maxTax);
        for (int i = 0; i < n; ++i) {
            if (result[i] == 0) {
                continue;
            }
            result[i] -= maxTax;
        }
        if (all_of(result.begin(), result.end(), [](int x){ return x == 0; })) {
            break;
        }
        cout << ""WIN\n"";
        for (int i = 0; i < n; ++i) {
            cout << result[i] << "" "";
        }
        cout << ""\n"";
    }

    return 0;
}"
2_1189_D1._Add_on_a_Tree,2_1189_D1._Add_on_a_Tree,1189_D1. Add on a Tree,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_1189_D1._Add_on_a_Tree_human,human,0,"#include <bits/stdc++.h>
using namespace std;
void pr_init() {
  ios_base::sync_with_stdio(0);
  cin.tie(0);
  cout.tie(0);
}
vector<vector<long long> > tree;
vector<long long> deg;
void solve() {
  long long n;
  cin >> n;
  tree.assign(n + 1, vector<long long>());
  deg.assign(n + 1, 0);
  for (long long i = 0; i < n - 1; i++) {
    long long u, v;
    cin >> u >> v;
    deg[u]++;
    deg[v]++;
    tree[u].emplace_back(v);
    tree[v].emplace_back(u);
  }
  if (n == 2) {
    cout << ""YES\n"";
    return;
  } else if (n == 3) {
    cout << ""NO\n"";
    return;
  }
  bool is = true;
  for (long long i = 1; i <= n; i++) {
    if (deg[i] != 1 && deg[i] < 3) is = false;
  }
  if (is)
    cout << ""YES\n"";
  else
    cout << ""NO\n"";
}
int32_t main() {
  solve();
  return 0;
}"
2_1189_D1._Add_on_a_Tree,2_1189_D1._Add_on_a_Tree,1189_D1. Add on a Tree,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_1189_D1._Add_on_a_Tree_ai,ai,1,"#include <bits/stdc++.h>
using namespace std;
int main(){
    int n;
    cin>>n;
    vector<vector<int>> adj(n);
    for(int i=0;i<n-1;i++){
        int u,v;
        cin>>u>>v;
        adj[u].push_back(v);
        adj[v].push_back(u);
    }
    vector<int> visited(n,0);
    queue<int> q;
    q.push(0);
    while(!q.empty()){
        int u=q.front();
        q.pop();
        visited[u]=1;
        for(auto &v:adj[u]){
            if(!visited[v]){
                q.push(v);
            }
        }
    }
    for(int i=0;i<n;i++){
        if(!visited[i]){
            return ""NO"";
        }
    }
    return ""YES"";
}"
2_1208_D._Restore_Permutation,2_1208_D._Restore_Permutation,1208_D. Restore Permutation,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_1208_D._Restore_Permutation_human,human,0,"#include <bits/stdc++.h>
using namespace std;
const long long maxN = 2 * 100224;
struct BIT {
  long long data[maxN] = {0};
  void update(long long idx, long long val) {
    while (idx < maxN) {
      data[idx] += val;
      idx += idx & -idx;
    }
  }
  void update(long long l, long long r, long long val) {
    update(l, val);
    update(r + 1, -val);
  }
  long long query(long long idx) {
    long long res = 0;
    while (idx > 0) {
      res += data[idx];
      idx -= idx & -idx;
    }
    return res;
  }
  long long query(long long l, long long r) { return query(r) - query(l); }
};
struct LazyBIT {
  BIT bitAdd, bitSub;
  void update(long long l, long long r, long long val) {
    bitAdd.update(l, r, val);
    bitSub.update(l, r, (l - 1) * val);
    bitSub.update(r + 1, (-r + l - 1) * val);
  }
  long long query(long long idx) {
    return idx * bitAdd.query(idx) - bitSub.query(idx);
  }
  long long query(long long l, long long r) { return query(r) - query(l - 1); }
};
long long parent[maxN];
long long rnk[maxN];
long long lfmost[maxN];
long long rtmost[maxN];
long long vis[maxN];
void make_set(long long v) {
  parent[v] = v;
  rnk[v] = 0;
  lfmost[v] = v;
  rtmost[v] = v;
}
long long find_set(long long v) {
  if (v == parent[v]) return v;
  return parent[v] = find_set(parent[v]);
}
void union_sets(long long a, long long b) {
  a = find_set(a);
  b = find_set(b);
  if (a != b) {
    if (rnk[a] < rnk[b]) swap(a, b);
    parent[b] = a;
    lfmost[a] = min(lfmost[a], lfmost[b]);
    rtmost[a] = max(rtmost[a], rtmost[b]);
    if (rnk[a] == rnk[b]) rnk[a]++;
  }
}
int main() {
  ios_base::sync_with_stdio(0);
  cin.tie(NULL);
  long long n;
  cin >> n;
  vector<long long> v(n);
  for (int i = 0; i < n; i++) {
    cin >> v[i];
  }
  long long sum = 0;
  LazyBIT B;
  for (long long i = 1; i <= n; i++) {
    B.update(i, i, sum);
    sum += i;
  }
  vector<long long> haha;
  for (int i = n - 1; i >= 0; i--) {
    long long lo = 1;
    long long hi = n;
    long long mid;
    long long ans;
    long long val;
    long long temp;
    while (lo <= hi) {
      mid = (lo + hi) / 2;
      if (vis[mid] == 1) {
        if (lfmost[find_set(mid)] - 1 >= lo)
          mid = lfmost[find_set(mid)] - 1;
        else if (rtmost[find_set(mid)] + 1 <= hi)
          mid = rtmost[find_set(mid)] + 1;
        else
          break;
      }
      val = B.query(mid, mid);
      if (val == v[i]) {
        ans = mid;
        hi = mid - 1;
      } else if (v[i] > val) {
        lo = mid + 1;
      } else if (v[i] < val) {
        hi = mid - 1;
      }
    }
    B.update(ans, n, -ans);
    vis[ans] = 1;
    make_set(ans);
    if (vis[ans] == 1 && vis[ans + 1] == 1) union_sets(ans, ans + 1);
    if (vis[ans] == 1 && vis[ans - 1] == 1) union_sets(ans, ans - 1);
    haha.push_back(ans);
  }
  reverse(haha.begin(), haha.end());
  for (auto u : haha) {
    cout << u << "" "";
  }
}"
2_1208_D._Restore_Permutation,2_1208_D._Restore_Permutation,1208_D. Restore Permutation,cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_1208_D._Restore_Permutation_ai,ai,1,"#include <bits/stdc++.h>
using namespace std;

int main() {
    int n;
    cin >> n;
    vector<int> p(n);
    for (int i = 0; i < n; ++i) {
        cin >> p[i];
    }
    vector<int> s(n);
    for (int i = 0; i < n; ++i) {
        s[i] = 0;
        for (int j = 0; j < i; ++j) {
            if (p[j] < p[i]) {
                s[i]++;
            }
        }
    }
    vector<int> ans(n);
    for (int i = 0; i < n; ++i) {
        ans[p[i]] = s[i];
    }
    for (int i = 0; i < n; ++i) {
        cout << ans[i] << "" "";
    }
    return 0;
}"
2_1227_D1._Optimal_Subsequences_(Easy_Version),2_1227_D1._Optimal_Subsequences_(Easy_Version),1227_D1. Optimal Subsequences (Easy Version),cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_1227_D1._Optimal_Subsequences_(Easy_Version)_human,human,0,"#include <bits/stdc++.h>
using namespace std;
int main(int argc, const char* argv[]) {
  int n;
  cin >> n;
  vector<int> v(n);
  for (int i = 0; i < n; ++i) {
    cin >> v[i];
  }
  vector<int> v2 = v;
  sort(v.rbegin(), v.rend());
  int m;
  cin >> m;
  for (int i = 0; i < m; ++i) {
    int k, ind;
    cin >> k >> ind;
    multiset<int> kmax;
    for (int i = 0; i < k; ++i) {
      kmax.insert(v[i]);
    }
    vector<int> seq;
    for (int i = 0; i < n; ++i) {
      auto it = kmax.find(v2[i]);
      if (it != kmax.end()) {
        kmax.erase(it);
        seq.push_back(v2[i]);
      }
      if (seq.size() == k) {
        break;
      }
    }
    cout << seq[ind - 1] << ""\n"";
  }
  return 0;
}"
2_1227_D1._Optimal_Subsequences_(Easy_Version),2_1227_D1._Optimal_Subsequences_(Easy_Version),1227_D1. Optimal Subsequences (Easy Version),cpp,Qwen/Qwen2.5-Coder-0.5B-Instruct,2_1227_D1._Optimal_Subsequences_(Easy_Version)_ai,ai,1,"#include <bits/stdc++.h>
using namespace std;

int main() {
    int n, m;
    cin >> n >> a;
    cin >> m;
    vector<int> b(n), ans(m);
    for (int i = 0; i < n; ++i) {
        cin >> b[i];
    }
    sort(b.begin(), b.end());
    for (int i = 0; i < m; ++i) {
        int k = b[i];
        int pos = b[i + 1];
        int j = 0;
        while (j < n && b[j] <= k) {
            j++;
        }
        ans[i] = b[pos - 1];
    }
    for (int i = 0; i < m; ++i) {
        cout << ans[i] << endl;
    }
    return 0;
}"
